sample_name	original_fastq_count	processed_fastq_count	unaligned_read_count	deduplicated_read_count	duplicated_read_count	uniqueness	genome_coverage	percent_sequenced
S2_AntHOX1a_PBX_Flag_nexus_1	61581275	55105096	9926535	26837634	NA	NA	90.7	0.3870611346412175
