sample_name	original_fastq_count	processed_fastq_count	unaligned_read_count	deduplicated_read_count	duplicated_read_count	uniqueness	genome_coverage	percent_sequenced
S2_AntHOX6a_PBX_HA_nexus_2	154723529	140724755	9491857	95988947	NA	NA	94	0.34049783832903235
