sample_name	original_fastq_count	processed_fastq_count	unaligned_read_count	deduplicated_read_count	duplicated_read_count	uniqueness	genome_coverage	percent_sequenced
S2_AntHOX6a_PBX_Flag_nexus_1	172496126	153823247	17798177	80919251	NA	NA	95.2	0.4052182506631552
